V_abscissa,V_cdf,Cl_abscissa,Cl_cdf,split
57.2061,0.272727,1.16828,0.272727,All
57.278,0.273726,1.16899,0.273726,All
57.5399,0.274725,1.16905,0.274725,All
57.6169,0.275724,1.17202,0.275724,All
57.7029,0.276723,1.17939,0.276723,All
57.7349,0.277722,1.1817,0.277722,All
57.7557,0.278721,1.18268,0.278721,All
57.8056,0.27972,1.18708,0.27972,All
57.8174,0.280719,1.18762,0.280719,All
57.9219,0.281718,1.19056,0.281718,All
58.0069,0.282717,1.19292,0.282717,All
58.0714,0.283716,1.19455,0.283716,All
58.0911,0.284715,1.19833,0.284715,All
58.1015,0.285714,1.20199,0.285714,All
58.1086,0.286713,1.20237,0.286713,All
58.1409,0.287712,1.20402,0.287712,All
58.1742,0.288711,1.20453,0.288711,All
58.2066,0.28971,1.21426,0.28971,All
58.2868,0.290709,1.21469,0.290709,All
58.3083,0.291708,1.21549,0.291708,All
58.3282,0.292707,1.22065,0.292707,All
58.3484,0.293706,1.22389,0.293706,All
58.4053,0.294705,1.2289,0.294705,All
58.5172,0.295704,1.22927,0.295704,All
58.5442,0.296703,1.23617,0.296703,All
58.5672,0.297702,1.2371,0.297702,All
58.5834,0.298701,1.23914,0.298701,All
58.6202,0.2997,1.24328,0.2997,All
58.7874,0.300699,1.2434,0.300699,All
58.8456,0.301698,1.24759,0.301698,All
58.86,0.302697,1.24868,0.302697,All
58.8861,0.303696,1.25175,0.303696,All
58.9113,0.304695,1.25861,0.304695,All
59.0026,0.305694,1.25949,0.305694,All
59.1079,0.306693,1.26658,0.306693,All
59.1557,0.307692,1.26895,0.307692,All
59.4201,0.308691,1.27783,0.308691,All
59.5091,0.30969,1.27957,0.30969,All
59.5222,0.310689,1.28179,0.310689,All
59.6211,0.311688,1.28576,0.311688,All
59.6216,0.312687,1.2889,0.312687,All
59.6825,0.313686,1.29774,0.313686,All
59.7081,0.314685,1.29936,0.314685,All
59.8734,0.315684,1.29962,0.315684,All
59.8854,0.316683,1.30061,0.316683,All
59.9877,0.317682,1.30153,0.317682,All
60.2965,0.318681,1.30456,0.318681,All
60.3135,0.31968,1.31092,0.31968,All
60.3766,0.320679,1.3155,0.320679,All
60.424,0.321678,1.31912,0.321678,All
60.4637,0.322677,1.32184,0.322677,All
60.4853,0.323676,1.32384,0.323676,All
60.4866,0.324675,1.32873,0.324675,All
60.5155,0.325674,1.32984,0.325674,All
60.5811,0.326673,1.3342,0.326673,All
60.6142,0.327672,1.33836,0.327672,All
60.8166,0.328671,1.34114,0.328671,All
60.8551,0.32967,1.34195,0.32967,All
60.8593,0.330669,1.34666,0.330669,All
60.873,0.331668,1.34846,0.331668,All
60.9921,0.332667,1.34875,0.332667,All
61.1481,0.333666,1.35393,0.333666,All
61.156,0.334665,1.36534,0.334665,All
61.1943,0.335664,1.37037,0.335664,All
61.207,0.336663,1.3724,0.336663,All
61.516,0.337662,1.3729,0.337662,All
61.5256,0.338661,1.37364,0.338661,All
61.5704,0.33966,1.38381,0.33966,All
61.6603,0.340659,1.38757,0.340659,All
61.69,0.341658,1.38893,0.341658,All
61.728,0.342657,1.39887,0.342657,All
61.7821,0.343656,1.40082,0.343656,All
61.8713,0.344655,1.40161,0.344655,All
61.9381,0.345654,1.40432,0.345654,All
62.1073,0.346653,1.40931,0.346653,All
62.1643,0.347652,1.41283,0.347652,All
62.2285,0.348651,1.41833,0.348651,All
62.358,0.34965,1.42486,0.34965,All
62.4522,0.350649,1.42808,0.350649,All
62.5062,0.351648,1.43186,0.351648,All
62.6928,0.352647,1.43186,0.352647,All
62.7015,0.353646,1.43725,0.353646,All
62.7156,0.354645,1.43737,0.354645,All
62.8387,0.355644,1.44195,0.355644,All
62.899,0.356643,1.44526,0.356643,All
62.9314,0.357642,1.45413,0.357642,All
62.9472,0.358641,1.45569,0.358641,All
62.9477,0.35964,1.45785,0.35964,All
63.0289,0.360639,1.46406,0.360639,All
63.087,0.361638,1.46491,0.361638,All
63.1456,0.362637,1.46507,0.362637,All
63.1681,0.363636,1.46739,0.363636,All
63.2315,0.364635,1.46957,0.364635,All
