pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
0.643511,0.761573,0.446015,0.762207,0.775788,0.761573,All
0.64721,0.762207,0.446721,0.762841,0.786687,0.762207,All
0.650492,0.762841,0.447297,0.763475,0.788516,0.762841,All
0.652622,0.763475,0.447461,0.764109,0.794355,0.763475,All
0.655808,0.764109,0.44883,0.764743,0.795289,0.764109,All
0.657077,0.764743,0.449931,0.765377,0.799285,0.764743,All
0.662322,0.765377,0.45023,0.766011,0.800435,0.765377,All
0.663193,0.766011,0.450629,0.766646,0.803333,0.766011,All
0.666943,0.766646,0.452024,0.76728,0.804704,0.766646,All
0.667461,0.76728,0.453747,0.767914,0.807428,0.76728,All
0.670884,0.767914,0.454022,0.768548,0.808412,0.767914,All
0.671079,0.768548,0.455565,0.769182,0.815637,0.768548,All
0.6721,0.769182,0.455752,0.769816,0.815966,0.769182,All
0.675088,0.769816,0.456221,0.77045,0.819997,0.769816,All
0.676678,0.77045,0.456286,0.771084,0.824948,0.77045,All
0.677279,0.771084,0.456694,0.771718,0.825968,0.771084,All
0.682586,0.771718,0.456779,0.772353,0.828393,0.771718,All
0.682649,0.772353,0.457763,0.772987,0.830036,0.772353,All
0.687646,0.772987,0.458432,0.773621,0.831809,0.772987,All
0.688747,0.773621,0.458692,0.774255,0.836015,0.773621,All
0.689624,0.774255,0.459972,0.774889,0.837701,0.774255,All
0.692375,0.774889,0.460016,0.775523,0.838094,0.774889,All
0.694418,0.775523,0.460468,0.776157,0.839406,0.775523,All
0.694705,0.776157,0.463203,0.776791,0.840217,0.776157,All
0.699049,0.776791,0.464158,0.777425,0.840427,0.776791,All
0.700561,0.777425,0.465854,0.77806,0.842499,0.777425,All
0.703862,0.77806,0.46831,0.778694,0.846448,0.77806,All
0.706813,0.778694,0.469205,0.779328,0.84659,0.778694,All
0.709894,0.779328,0.469498,0.779962,0.848912,0.779328,All
0.709915,0.779962,0.470693,0.780596,0.850102,0.779962,All
0.718288,0.780596,0.470997,0.78123,0.850824,0.780596,All
0.721702,0.78123,0.473722,0.781864,0.855305,0.78123,All
0.723078,0.781864,0.474901,0.782498,0.855372,0.781864,All
0.724886,0.782498,0.478004,0.783133,0.858918,0.782498,All
0.72529,0.783133,0.478006,0.783767,0.862592,0.783133,All
0.726924,0.783767,0.479163,0.784401,0.863424,0.783767,All
0.732372,0.784401,0.48062,0.785035,0.864713,0.784401,All
0.734872,0.785035,0.480968,0.785669,0.867892,0.785035,All
0.736881,0.785669,0.481109,0.786303,0.868418,0.785669,All
0.73899,0.786303,0.482584,0.786937,0.870918,0.786303,All
0.741673,0.786937,0.485075,0.787571,0.873714,0.786937,All
0.742562,0.787571,0.486729,0.788205,0.875213,0.787571,All
0.745475,0.788205,0.487376,0.78884,0.877713,0.788205,All
0.751606,0.78884,0.487625,0.789474,0.879128,0.78884,All
0.755197,0.789474,0.488629,0.790108,0.879176,0.789474,All
0.755796,0.790108,0.490859,0.790742,0.881897,0.790108,All
0.758724,0.790742,0.49104,0.791376,0.885366,0.790742,All
0.759656,0.791376,0.492134,0.79201,0.886242,0.791376,All
0.762407,0.79201,0.495854,0.792644,0.889071,0.79201,All
0.763957,0.792644,0.496209,0.793278,0.892577,0.792644,All
0.770927,0.793278,0.496663,0.793912,0.893157,0.793278,All
0.771962,0.793912,0.496999,0.794547,0.895078,0.793912,All
0.772873,0.794547,0.497265,0.795181,0.895298,0.794547,All
0.785823,0.795181,0.498258,0.795815,0.898423,0.795181,All
0.790518,0.795815,0.499249,0.796449,0.899574,0.795815,All
0.791788,0.796449,0.499543,0.797083,0.901071,0.796449,All
0.794758,0.797083,0.503304,0.797717,0.904611,0.797083,All
0.79787,0.797717,0.503951,0.798351,0.908597,0.797717,All
0.799183,0.798351,0.505392,0.798985,0.909529,0.798351,All
0.79976,0.798985,0.506953,0.79962,0.912259,0.798985,All
0.800136,0.79962,0.507002,0.800254,0.913191,0.79962,All
0.804059,0.800254,0.508174,0.800888,0.919812,0.800254,All
0.804345,0.800888,0.511913,0.801522,0.922387,0.800888,All
0.8087,0.801522,0.512263,0.802156,0.922431,0.801522,All
0.815739,0.802156,0.51234,0.80279,0.928199,0.802156,All
0.818736,0.80279,0.513055,0.803424,0.930449,0.80279,All
0.820444,0.803424,0.515769,0.804058,0.933483,0.803424,All
0.821844,0.804058,0.516867,0.804692,0.935727,0.804058,All
0.823202,0.804692,0.517432,0.805327,0.935907,0.804692,All
0.823848,0.805327,0.517776,0.805961,0.93595,0.805327,All
0.825424,0.805961,0.519235,0.806595,0.939357,0.805961,All
0.826146,0.806595,0.519741,0.807229,0.94205,0.806595,All
0.826374,0.807229,0.520136,0.807863,0.942261,0.807229,All
