standEta_V_abscissa,standEta_V_cdf,standEta_Cl_abscissa,standEta_Cl_cdf,split
-0.00956533,0.552448,0.309032,0.552448,All
-0.00928275,0.553447,0.309621,0.553447,All
-0.00892113,0.554446,0.309898,0.554446,All
-0.00891904,0.555445,0.310063,0.555445,All
-0.00873315,0.556444,0.310708,0.556444,All
-0.0057386,0.557443,0.312115,0.557443,All
-0.00382185,0.558442,0.314266,0.558442,All
-0.00379585,0.559441,0.316699,0.559441,All
-0.00323811,0.56044,0.317062,0.56044,All
-1.92544e-05,0.561439,0.317975,0.561439,All
0.000320099,0.562438,0.318861,0.562438,All
0.000805474,0.563437,0.324591,0.563437,All
0.00177037,0.564436,0.329603,0.564436,All
0.00178896,0.565435,0.33056,0.565435,All
0.00215649,0.566434,0.334795,0.566434,All
0.0023949,0.567433,0.336417,0.567433,All
0.00262923,0.568432,0.337209,0.568432,All
0.0028859,0.569431,0.338516,0.569431,All
0.00294295,0.57043,0.33949,0.57043,All
0.00384958,0.571429,0.340102,0.571429,All
0.0041067,0.572428,0.341472,0.572428,All
0.00422319,0.573427,0.343166,0.573427,All
0.00546566,0.574426,0.345824,0.574426,All
0.00772539,0.575425,0.348022,0.575425,All
0.00958635,0.576424,0.348178,0.576424,All
0.0100245,0.577423,0.348523,0.577423,All
0.0124574,0.578422,0.348586,0.578422,All
0.0127663,0.579421,0.350101,0.579421,All
0.015833,0.58042,0.35058,0.58042,All
0.0161619,0.581419,0.350904,0.581419,All
0.0163967,0.582418,0.351829,0.582418,All
0.0165071,0.583417,0.351964,0.583417,All
0.0167684,0.584416,0.355259,0.584416,All
0.016936,0.585415,0.356399,0.585415,All
0.0169533,0.586414,0.357632,0.586414,All
0.0180292,0.587413,0.358409,0.587413,All
0.0183965,0.588412,0.360838,0.588412,All
0.0186287,0.589411,0.361152,0.589411,All
0.0201564,0.59041,0.362151,0.59041,All
0.0211101,0.591409,0.364384,0.591409,All
0.0239264,0.592408,0.365978,0.592408,All
0.024487,0.593407,0.370092,0.593407,All
0.0246104,0.594406,0.373694,0.594406,All
0.0250022,0.595405,0.374932,0.595405,All
0.0253698,0.596404,0.375931,0.596404,All
0.0255072,0.597403,0.379678,0.597403,All
0.02607,0.598402,0.381531,0.598402,All
0.0265432,0.599401,0.383481,0.599401,All
0.0269896,0.6004,0.385335,0.6004,All
0.028089,0.601399,0.385601,0.601399,All
0.0293441,0.602398,0.387936,0.602398,All
0.0302594,0.603397,0.389737,0.603397,All
0.0311396,0.604396,0.393703,0.604396,All
0.0330717,0.605395,0.393956,0.605395,All
0.0345612,0.606394,0.398791,0.606394,All
0.0349869,0.607393,0.399262,0.607393,All
0.0370188,0.608392,0.401429,0.608392,All
0.037185,0.609391,0.415601,0.609391,All
0.0416431,0.61039,0.417013,0.61039,All
0.0426406,0.611389,0.41775,0.611389,All
0.0446472,0.612388,0.42115,0.612388,All
0.0458661,0.613387,0.421264,0.613387,All
0.0458851,0.614386,0.421932,0.614386,All
0.0462392,0.615385,0.422244,0.615385,All
0.0486069,0.616384,0.424289,0.616384,All
0.048625,0.617383,0.427158,0.617383,All
0.0494244,0.618382,0.428737,0.618382,All
0.0545322,0.619381,0.430151,0.619381,All
0.0570213,0.62038,0.431009,0.62038,All
0.059528,0.621379,0.4313,0.621379,All
0.0608535,0.622378,0.434318,0.622378,All
0.0613655,0.623377,0.435934,0.623377,All
0.0624653,0.624376,0.439395,0.624376,All
0.0639832,0.625375,0.439567,0.625375,All
0.0647582,0.626374,0.439686,0.626374,All
0.0647674,0.627373,0.440185,0.627373,All
0.0652002,0.628372,0.445224,0.628372,All
0.0659983,0.629371,0.452778,0.629371,All
0.0682573,0.63037,0.453598,0.63037,All
0.068943,0.631369,0.454364,0.631369,All
0.0718589,0.632368,0.460226,0.632368,All
0.072315,0.633367,0.471181,0.633367,All
0.0736832,0.634366,0.474349,0.634366,All
0.0748543,0.635365,0.478329,0.635365,All
0.0772908,0.636364,0.47962,0.636364,All
0.0774302,0.637363,0.480656,0.637363,All
0.079209,0.638362,0.481152,0.638362,All
0.0798719,0.639361,0.481966,0.639361,All
0.0875877,0.64036,0.482552,0.64036,All
0.0876962,0.641359,0.484571,0.641359,All
0.087751,0.642358,0.484966,0.642358,All
0.0886461,0.643357,0.485625,0.643357,All
0.0897458,0.644356,0.487212,0.644356,All
0.0909139,0.645355,0.490106,0.645355,All
