V_abscissa,V_cdf,Cl_abscissa,Cl_cdf,split
64.1356,0.38961,1.56736,0.38961,All
64.1472,0.390609,1.57471,0.390609,All
64.1665,0.391608,1.57915,0.391608,All
64.1997,0.392607,1.57932,0.392607,All
64.3852,0.393606,1.58148,0.393606,All
64.4414,0.394605,1.58386,0.394605,All
64.5618,0.395604,1.58871,0.395604,All
64.607,0.396603,1.58897,0.396603,All
64.6847,0.397602,1.59011,0.397602,All
64.7965,0.398601,1.5933,0.398601,All
64.9558,0.3996,1.59493,0.3996,All
64.9986,0.400599,1.59902,0.400599,All
65.0378,0.401598,1.6023,0.401598,All
65.0508,0.402597,1.60435,0.402597,All
65.129,0.403596,1.60515,0.403596,All
65.1367,0.404595,1.60665,0.404595,All
65.2242,0.405594,1.60994,0.405594,All
65.2749,0.406593,1.61003,0.406593,All
65.3524,0.407592,1.61577,0.407592,All
65.419,0.408591,1.61992,0.408591,All
65.433,0.40959,1.62066,0.40959,All
65.4348,0.410589,1.62647,0.410589,All
65.4504,0.411588,1.6274,0.411588,All
65.4925,0.412587,1.62786,0.412587,All
65.5794,0.413586,1.62814,0.413586,All
65.692,0.414585,1.63578,0.414585,All
65.7326,0.415584,1.63666,0.415584,All
65.7479,0.416583,1.64665,0.416583,All
65.7798,0.417582,1.65006,0.417582,All
65.8228,0.418581,1.65331,0.418581,All
65.8826,0.41958,1.65804,0.41958,All
65.8912,0.420579,1.66082,0.420579,All
65.989,0.421578,1.6615,0.421578,All
65.9988,0.422577,1.67017,0.422577,All
66.1677,0.423576,1.6722,0.423576,All
66.2299,0.424575,1.67533,0.424575,All
66.3178,0.425574,1.68102,0.425574,All
66.3276,0.426573,1.68173,0.426573,All
66.3465,0.427572,1.68549,0.427572,All
66.381,0.428571,1.68768,0.428571,All
66.4784,0.42957,1.68987,0.42957,All
66.5287,0.430569,1.69438,0.430569,All
66.5487,0.431568,1.69511,0.431568,All
66.5578,0.432567,1.70731,0.432567,All
66.6666,0.433566,1.71044,0.433566,All
66.6907,0.434565,1.71542,0.434565,All
66.7228,0.435564,1.71683,0.435564,All
66.8667,0.436563,1.72302,0.436563,All
66.8754,0.437562,1.72433,0.437562,All
66.8996,0.438561,1.73077,0.438561,All
67.0923,0.43956,1.73187,0.43956,All
67.1,0.440559,1.73584,0.440559,All
67.1334,0.441558,1.74076,0.441558,All
67.3317,0.442557,1.74102,0.442557,All
67.335,0.443556,1.74168,0.443556,All
67.3439,0.444555,1.7516,0.444555,All
67.3724,0.445554,1.75702,0.445554,All
67.4215,0.446553,1.76236,0.446553,All
67.5389,0.447552,1.7772,0.447552,All
67.5763,0.448551,1.77973,0.448551,All
67.5831,0.44955,1.77994,0.44955,All
67.5958,0.450549,1.78028,0.450549,All
67.6371,0.451548,1.79364,0.451548,All
67.6632,0.452547,1.79507,0.452547,All
67.7059,0.453546,1.79671,0.453546,All
67.7217,0.454545,1.79843,0.454545,All
67.7777,0.455544,1.80243,0.455544,All
67.7849,0.456543,1.81029,0.456543,All
67.7859,0.457542,1.81648,0.457542,All
67.8123,0.458541,1.81833,0.458541,All
67.8188,0.45954,1.82651,0.45954,All
67.8763,0.460539,1.82723,0.460539,All
67.9233,0.461538,1.82745,0.461538,All
67.9379,0.462537,1.83083,0.462537,All
67.9928,0.463536,1.83136,0.463536,All
68.0826,0.464535,1.83991,0.464535,All
68.0837,0.465534,1.84068,0.465534,All
68.1497,0.466533,1.84154,0.466533,All
68.2202,0.467532,1.84929,0.467532,All
68.2206,0.468531,1.85681,0.468531,All
68.2901,0.46953,1.85983,0.46953,All
68.4286,0.470529,1.8674,0.470529,All
68.5073,0.471528,1.88881,0.471528,All
68.5086,0.472527,1.89343,0.472527,All
68.5557,0.473526,1.89587,0.473526,All
68.8706,0.474525,1.89604,0.474525,All
68.875,0.475524,1.8965,0.475524,All
68.9878,0.476523,1.89891,0.476523,All
69.128,0.477522,1.9012,0.477522,All
69.1529,0.478521,1.9037,0.478521,All
69.1985,0.47952,1.90634,0.47952,All
69.2395,0.480519,1.90725,0.480519,All
69.2686,0.481518,1.90885,0.481518,All
69.3017,0.482517,1.91025,0.482517,All
69.3121,0.483516,1.9259,0.483516,All
69.474,0.484515,1.9355,0.484515,All
69.5615,0.485514,1.93597,0.485514,All
69.6817,0.486513,1.94032,0.486513,All
69.7384,0.487512,1.94036,0.487512,All
69.8454,0.488511,1.94069,0.488511,All
69.8504,0.48951,1.94247,0.48951,All
69.8684,0.490509,1.95037,0.490509,All
69.909,0.491508,1.95142,0.491508,All
69.966,0.492507,1.9538,0.492507,All
70.0265,0.493506,1.95722,0.493506,All
70.1114,0.494505,1.96508,0.494505,All
70.1776,0.495504,1.97249,0.495504,All
70.2466,0.496503,1.97493,0.496503,All
70.2724,0.497502,1.97597,0.497502,All
70.3112,0.498501,1.97979,0.498501,All
70.3985,0.4995,1.9844,0.4995,All
70.4601,0.5005,1.98911,0.5005,All
70.4696,0.501499,1.99109,0.501499,All
70.6098,0.502498,2.0022,0.502498,All
70.6485,0.503497,2.00686,0.503497,All
70.7218,0.504496,2.00711,0.504496,All
70.7314,0.505495,2.01721,0.505495,All
70.7404,0.506494,2.02597,0.506494,All
70.7688,0.507493,2.02855,0.507493,All
70.7882,0.508492,2.03019,0.508492,All
70.7931,0.509491,2.03476,0.509491,All
