V_pop,0.000875,-3.74e-06,-0.000487,-0.00029,-0.000239,9.06e-05,0.00012,1.69e-05
beta_V_logtWT,-3.74e-06,0.00531,-0.00016,0.000189,-0.000135,-1.03e-05,-0.000168,1.8e-05
Cl_pop,-0.000487,-0.00016,0.00122,0.000303,0.000464,-0.000127,-0.000209,-2.22e-05
beta_Cl_logtAGE,-0.00029,0.000189,0.000303,0.00927,-0.000606,3.03e-06,-0.000135,-8.36e-06
beta_Cl_logtCreatinine,-0.000239,-0.000135,0.000464,-0.000606,0.00264,5.72e-05,-0.000136,-1.71e-05
omega_V,9.06e-05,-1.03e-05,-0.000127,3.03e-06,5.72e-05,0.000504,-8.07e-05,-2.15e-05
omega_Cl,0.00012,-0.000168,-0.000209,-0.000135,-0.000136,-8.07e-05,0.000567,-9.33e-06
b,1.69e-05,1.8e-05,-2.22e-05,-8.36e-06,-1.71e-05,-2.15e-05,-9.33e-06,4.54e-05
