pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
0.0722831,0.585923,0.225215,0.586557,0.277843,0.585923,All
0.0738932,0.586557,0.226026,0.587191,0.278135,0.586557,All
0.0751071,0.587191,0.228548,0.587825,0.278177,0.587191,All
0.0753271,0.587825,0.229019,0.588459,0.27844,0.587825,All
0.0768998,0.588459,0.230173,0.589093,0.283444,0.588459,All
0.0831131,0.589093,0.231627,0.589727,0.284471,0.589093,All
0.0842056,0.589727,0.232167,0.590361,0.284746,0.589727,All
0.0844915,0.590361,0.232184,0.590996,0.29088,0.590361,All
0.0869246,0.590996,0.23314,0.59163,0.293502,0.590996,All
0.0888635,0.59163,0.23401,0.592264,0.294084,0.59163,All
0.0939619,0.592264,0.234947,0.592898,0.296259,0.592264,All
0.0947538,0.592898,0.235594,0.593532,0.296656,0.592898,All
0.0949781,0.593532,0.237038,0.594166,0.297249,0.593532,All
0.0956137,0.594166,0.239678,0.5948,0.298582,0.594166,All
0.0967963,0.5948,0.240988,0.595434,0.302433,0.5948,All
0.0971817,0.595434,0.241105,0.596068,0.303778,0.595434,All
0.0982894,0.596068,0.24275,0.596703,0.304439,0.596068,All
0.101211,0.596703,0.242829,0.597337,0.305528,0.596703,All
0.101271,0.597337,0.245324,0.597971,0.308835,0.597337,All
0.10238,0.597971,0.245685,0.598605,0.310744,0.597971,All
0.103043,0.598605,0.245842,0.599239,0.311118,0.598605,All
0.104984,0.599239,0.245959,0.599873,0.311403,0.599239,All
0.10523,0.599873,0.246539,0.600507,0.311867,0.599873,All
0.105241,0.600507,0.246665,0.601141,0.312569,0.600507,All
0.105746,0.601141,0.246831,0.601776,0.314361,0.601141,All
0.105967,0.601776,0.247032,0.60241,0.31588,0.601776,All
0.108192,0.60241,0.248316,0.603044,0.316039,0.60241,All
0.108476,0.603044,0.248531,0.603678,0.316098,0.603044,All
0.109244,0.603678,0.249086,0.604312,0.316232,0.603678,All
0.109808,0.604312,0.250755,0.604946,0.316448,0.604312,All
0.111868,0.604946,0.251594,0.60558,0.316934,0.604946,All
0.112272,0.60558,0.253303,0.606214,0.317002,0.60558,All
0.112785,0.606214,0.253317,0.606848,0.318576,0.606214,All
0.116387,0.606848,0.253838,0.607483,0.319174,0.606848,All
0.124301,0.607483,0.253936,0.608117,0.31956,0.607483,All
0.124319,0.608117,0.256394,0.608751,0.319708,0.608117,All
0.12436,0.608751,0.256956,0.609385,0.320153,0.608751,All
0.124672,0.609385,0.25727,0.610019,0.32029,0.609385,All
0.125224,0.610019,0.258441,0.610653,0.322537,0.610019,All
0.127587,0.610653,0.259928,0.611287,0.323648,0.610653,All
0.129908,0.611287,0.260245,0.611921,0.326868,0.611287,All
