pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-0.495112,0.350666,0.00228074,0.3513,-0.373546,0.350666,All
-0.495054,0.3513,0.00240266,0.351934,-0.372642,0.3513,All
-0.492774,0.351934,0.00321297,0.352568,-0.371343,0.351934,All
-0.490255,0.352568,0.00490219,0.353202,-0.370946,0.352568,All
-0.4881,0.353202,0.0050415,0.353836,-0.367897,0.353202,All
-0.486488,0.353836,0.00528215,0.354471,-0.365702,0.353836,All
-0.4857,0.354471,0.00543582,0.355105,-0.357979,0.354471,All
-0.484485,0.355105,0.00619831,0.355739,-0.35288,0.355105,All
-0.483265,0.355739,0.00674038,0.356373,-0.352513,0.355739,All
-0.481742,0.356373,0.00898357,0.357007,-0.351263,0.356373,All
-0.481077,0.357007,0.00899093,0.357641,-0.350618,0.357007,All
-0.4808,0.357641,0.00921894,0.358275,-0.350557,0.357641,All
-0.480761,0.358275,0.0119124,0.358909,-0.350164,0.358275,All
-0.480124,0.358909,0.0126835,0.359543,-0.34754,0.358909,All
-0.479787,0.359543,0.0137853,0.360178,-0.346884,0.359543,All
-0.47819,0.360178,0.01417,0.360812,-0.346278,0.360178,All
-0.477861,0.360812,0.0142277,0.361446,-0.345669,0.360812,All
-0.47701,0.361446,0.015133,0.36208,-0.340941,0.361446,All
-0.475637,0.36208,0.0151455,0.362714,-0.340347,0.36208,All
-0.475352,0.362714,0.0153911,0.363348,-0.33695,0.362714,All
-0.472309,0.363348,0.0161435,0.363982,-0.332745,0.363348,All
-0.470483,0.363982,0.0161993,0.364616,-0.332587,0.363982,All
-0.470038,0.364616,0.017856,0.36525,-0.330125,0.364616,All
-0.46639,0.36525,0.0183692,0.365885,-0.329863,0.36525,All
-0.463494,0.365885,0.0183747,0.366519,-0.329151,0.365885,All
-0.460385,0.366519,0.0188693,0.367153,-0.322764,0.366519,All
-0.45897,0.367153,0.0193667,0.367787,-0.321,0.367153,All
-0.454991,0.367787,0.0194436,0.368421,-0.318221,0.367787,All
-0.454535,0.368421,0.0199455,0.369055,-0.315172,0.368421,All
-0.454045,0.369055,0.0199517,0.369689,-0.307879,0.369055,All
-0.453331,0.369689,0.0200959,0.370323,-0.307326,0.369689,All
-0.452783,0.370323,0.020495,0.370958,-0.304192,0.370323,All
