parameter,value,se_sa,rse_sa
V_pop,70.6887883786726,2.16751483258804,3.06627809346072
beta_V_logWTscaled,0.561536325019049,0.0645316146838095,11.4919751062623
Cl_pop,1.23150281687799,0.0650813250393991,5.284707769032
beta_Cl_SEX_1,0.477408723191055,0.0600808327064823,12.5847789929131
beta_Cl_logtAGE,-0.880869536723344,0.0927364547045103,10.5278308351395
beta_Cl_logtCreatinine,-0.850972703836153,0.0529618305330024,6.22368147582789
omega_V,0.526740796957602,0.0217006331035199,4.11979349783811
omega_Cl,0.662671877284398,0.0230964190759578,3.4853477064103
b,0.207992575979771,0.00679414003889426,3.26653007055168
