parameter,value,se_sa,rse_sa
Cl_pop,1.15345521069576,0.028516901957996,2.47230249545578
V1_pop,0.74281657347621,0.230886872143949,31.0826226000117
Q_pop,1.67563078469668,0.0278742730045276,1.66350924434546
V2_pop,28.0581252329281,0.783206453937924,2.79137129596521
omega_Cl,0.583825189135854,0.0172777765285589,2.95940922900784
omega_V1,2.66582404997981,0.168151016362871,6.30765621475071
omega_Q,0.0868580842115092,0.00844667840862076,9.72468882464889
omega_V2,0.245440519291637,0.0224490652409208,9.14643812916902
b,0.214823636095388,0.00699140384647363,3.25448538789709
