standEta_V_abscissa,standEta_V_cdf,standEta_Cl_abscissa,standEta_Cl_cdf,split
0.965296,0.964036,1.41244,0.964036,All
0.969629,0.965035,1.42207,0.965035,All
0.973577,0.966034,1.4313,0.966034,All
0.997787,0.967033,1.43792,0.967033,All
1.00738,0.968032,1.44378,0.968032,All
1.00847,0.969031,1.46383,0.969031,All
1.00877,0.97003,1.48543,0.97003,All
1.00905,0.971029,1.50539,0.971029,All
1.03311,0.972028,1.51687,0.972028,All
1.03354,0.973027,1.51771,0.973027,All
1.046,0.974026,1.52423,0.974026,All
1.06461,0.975025,1.54463,0.975025,All
1.06647,0.976024,1.54541,0.976024,All
1.083,0.977023,1.54912,0.977023,All
1.1071,0.978022,1.55166,0.978022,All
1.12627,0.979021,1.56822,0.979021,All
1.12759,0.98002,1.57778,0.98002,All
1.13643,0.981019,1.59046,0.981019,All
1.16322,0.982018,1.60971,0.982018,All
1.16948,0.983017,1.64745,0.983017,All
1.17552,0.984016,1.69017,0.984016,All
1.21832,0.985015,1.75311,0.985015,All
1.24421,0.986014,1.76324,0.986014,All
1.25394,0.987013,1.79406,0.987013,All
1.25829,0.988012,1.80062,0.988012,All
1.27077,0.989011,1.83637,0.989011,All
1.36771,0.99001,1.84762,0.99001,All
1.37069,0.991009,1.87158,0.991009,All
1.38133,0.992008,1.87538,0.992008,All
1.38666,0.993007,1.87555,0.993007,All
1.42889,0.994006,1.89694,0.994006,All
1.47804,0.995005,1.93249,0.995005,All
1.5449,0.996004,1.94776,0.996004,All
1.5793,0.997003,2.02489,0.997003,All
1.63457,0.998002,2.04926,0.998002,All
