Cl_pop,1,0.11,0.285,-0.417,-0.0692,-0.111,0.0586,-0.12,-0.087
V1_pop,0.11,1,-0.146,-0.0192,0.187,-0.597,-0.206,0.0485,-0.0823
Q_pop,0.285,-0.146,1,-0.00525,0.0282,0.0925,0.211,-0.0584,-0.00916
V2_pop,-0.417,-0.0192,-0.00525,1,0.181,-0.0442,-0.0594,0.141,0.111
omega_Cl,-0.0692,0.187,0.0282,0.181,1,-0.0835,-0.0489,-0.0551,-0.124
omega_V1,-0.111,-0.597,0.0925,-0.0442,-0.0835,1,0.172,-0.0624,0.0288
omega_Q,0.0586,-0.206,0.211,-0.0594,-0.0489,0.172,1,-0.0769,0.00426
omega_V2,-0.12,0.0485,-0.0584,0.141,-0.0551,-0.0624,-0.0769,1,-0.0807
b,-0.087,-0.0823,-0.00916,0.111,-0.124,0.0288,0.00426,-0.0807,1
