bins_middles,empirical_median,empirical_lower,empirical_upper,theoretical_median_median_pc,theoretical_median_piLower_pc,theoretical_median_piUpper_pc,theoretical_lower_median_pc,theoretical_lower_piLower_pc,theoretical_lower_piUpper_pc,theoretical_upper_median_pc,theoretical_upper_piLower_pc,theoretical_upper_piUpper_pc,split
11.4147,13.8725,7.93619,27.1848,10.8201,9.86141,11.8621,3.90889,2.73213,4.96563,20.0291,18.1722,22.1953,All
21.8661,15.1673,8.8459,28.1718,13.232,12.3932,14.0082,4.8598,3.96158,5.81087,24.5213,22.8858,26.0966,All
32.8816,15.9096,7.63196,31.4048,15.6522,14.6395,16.7348,6.06504,4.83126,7.22116,29.0909,26.8466,31.5928,All
44.9461,15.7599,8.14082,32.6625,16.1412,15.1925,17.1901,6.02655,4.77219,7.17662,30.2888,28.1869,32.874,All
56.7763,19.4904,9.42511,46.8103,19.1501,17.6842,20.8318,6.76035,4.78899,8.52004,37.5131,33.8417,41.6384,All
72.1851,17.6896,7.84761,40.3757,18.2599,16.6473,20.0171,6.27789,4.26747,8.048,36.0436,32.282,40.5338,All
100.821,18.4838,6.99423,42.8586,18.1756,15.5231,21.387,6.16889,2.75053,9.03634,36.9978,30.9463,46.6316,All
176.308,14.0401,7.12118,35.475,17.5233,13.4913,22.5348,6.10021,1.5692,10.0224,35.6644,27.2809,48.3821,All
286.981,18.6971,8.75475,32.3728,20.4801,12.6238,31.7781,7.98596,0.604458,14.6043,39.0878,27.6087,62.2857,All
