pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
0.0385362,0.528852,-0.00527072,0.529486,0.192296,0.528852,All
0.0412843,0.529486,-0.0051927,0.53012,0.194279,0.529486,All
0.0441169,0.53012,-0.00485674,0.530755,0.196077,0.53012,All
0.0537347,0.530755,-0.00482266,0.531389,0.197531,0.530755,All
0.0541751,0.531389,-0.00345668,0.532023,0.197793,0.531389,All
0.0582688,0.532023,-0.00342557,0.532657,0.197954,0.532023,All
0.0593891,0.532657,-0.00278591,0.533291,0.198101,0.532657,All
0.0598464,0.533291,-0.00235453,0.533925,0.199551,0.533291,All
0.062151,0.533925,-0.00115402,0.534559,0.199562,0.533925,All
0.0634073,0.534559,-0.000874991,0.535193,0.199619,0.534559,All
0.0636648,0.535193,-0.000732904,0.535828,0.200149,0.535193,All
0.0641826,0.535828,-2.60138e-06,0.536462,0.20314,0.535828,All
0.0649602,0.536462,0.000130803,0.537096,0.206639,0.536462,All
0.0659603,0.537096,0.00112768,0.53773,0.207584,0.537096,All
0.0693413,0.53773,0.00113198,0.538364,0.207637,0.53773,All
0.0710494,0.538364,0.00170717,0.538998,0.209476,0.538364,All
0.0713255,0.538998,0.00279593,0.539632,0.210391,0.538998,All
0.0726178,0.539632,0.00346312,0.540266,0.21351,0.539632,All
0.0727528,0.540266,0.00478666,0.5409,0.213905,0.540266,All
0.0752058,0.5409,0.00621075,0.541535,0.216693,0.5409,All
0.0755377,0.541535,0.00723088,0.542169,0.217817,0.541535,All
0.0761959,0.542169,0.00768631,0.542803,0.219357,0.542169,All
0.0765804,0.542803,0.0080482,0.543437,0.220901,0.542803,All
0.0793106,0.543437,0.00900321,0.544071,0.221896,0.543437,All
0.081403,0.544071,0.00934421,0.544705,0.227257,0.544071,All
0.0864071,0.544705,0.010009,0.545339,0.227594,0.544705,All
0.0871395,0.545339,0.0103601,0.545973,0.22861,0.545339,All
0.0884819,0.545973,0.0107107,0.546607,0.228659,0.545973,All
0.0904064,0.546607,0.0122649,0.547242,0.229773,0.546607,All
0.090821,0.547242,0.0124734,0.547876,0.232901,0.547242,All
0.0924301,0.547876,0.0128244,0.54851,0.239327,0.547876,All
0.0946312,0.54851,0.0128755,0.549144,0.241481,0.54851,All
0.0952527,0.549144,0.0131181,0.549778,0.241516,0.549144,All
0.101063,0.549778,0.0131217,0.550412,0.242933,0.549778,All
0.101207,0.550412,0.0133343,0.551046,0.243585,0.550412,All
0.105356,0.551046,0.0134343,0.55168,0.246919,0.551046,All
0.105979,0.55168,0.0140428,0.552315,0.248119,0.55168,All
0.1061,0.552315,0.0149368,0.552949,0.249012,0.552315,All
0.109568,0.552949,0.0153338,0.553583,0.249915,0.552949,All
0.11003,0.553583,0.0157932,0.554217,0.254452,0.553583,All
0.110342,0.554217,0.0161688,0.554851,0.254997,0.554217,All
0.110404,0.554851,0.0166603,0.555485,0.256113,0.554851,All
0.111237,0.555485,0.0166644,0.556119,0.257865,0.555485,All
0.116644,0.556119,0.0198428,0.556753,0.257984,0.556119,All
0.117258,0.556753,0.0202992,0.557387,0.259311,0.556753,All
0.119719,0.557387,0.0221768,0.558022,0.26463,0.557387,All
0.120563,0.558022,0.0224097,0.558656,0.265811,0.558022,All
0.122047,0.558656,0.0229188,0.55929,0.268308,0.558656,All
0.12377,0.55929,0.0236757,0.559924,0.268877,0.55929,All
0.127404,0.559924,0.0238631,0.560558,0.268978,0.559924,All
0.12851,0.560558,0.0239213,0.561192,0.269603,0.560558,All
0.132405,0.561192,0.0262897,0.561826,0.271666,0.561192,All
0.136673,0.561826,0.0266524,0.56246,0.272137,0.561826,All
0.138873,0.56246,0.0279964,0.563094,0.27227,0.56246,All
0.149263,0.563094,0.0287098,0.563729,0.272566,0.563094,All
0.150139,0.563729,0.0303176,0.564363,0.273551,0.563729,All
0.151263,0.564363,0.0306094,0.564997,0.273772,0.564363,All
0.152484,0.564997,0.030761,0.565631,0.274479,0.564997,All
0.152554,0.565631,0.0333353,0.566265,0.274618,0.565631,All
0.154444,0.566265,0.0347721,0.566899,0.275844,0.566265,All
0.154841,0.566899,0.0349357,0.567533,0.277102,0.566899,All
0.158125,0.567533,0.0352528,0.568167,0.279607,0.567533,All
0.162843,0.568167,0.0354941,0.568802,0.290094,0.568167,All
0.162974,0.568802,0.0367507,0.569436,0.292177,0.568802,All
0.16374,0.569436,0.0374774,0.57007,0.293502,0.569436,All
0.166596,0.57007,0.0380007,0.570704,0.294062,0.57007,All
0.167437,0.570704,0.0388822,0.571338,0.29602,0.570704,All
0.169237,0.571338,0.0396361,0.571972,0.296053,0.571338,All
0.169467,0.571972,0.0406396,0.572606,0.297228,0.571972,All
0.170318,0.572606,0.0423647,0.57324,0.297663,0.572606,All
0.170899,0.57324,0.0436026,0.573874,0.297682,0.57324,All
0.171269,0.573874,0.0436948,0.574509,0.298185,0.573874,All
0.171606,0.574509,0.0441039,0.575143,0.301127,0.574509,All
0.173625,0.575143,0.0442868,0.575777,0.301761,0.575143,All
0.17663,0.575777,0.0452081,0.576411,0.302549,0.575777,All
0.177025,0.576411,0.0452402,0.577045,0.302792,0.576411,All
