standEta_V_abscissa,standEta_V_cdf,standEta_Cl_abscissa,standEta_Cl_cdf,split
-0.31291,0.268731,-0.147943,0.268731,All
-0.312544,0.26973,-0.136812,0.26973,All
-0.311687,0.270729,-0.13496,0.270729,All
-0.309197,0.271728,-0.130079,0.271728,All
-0.307755,0.272727,-0.129712,0.272727,All
-0.305205,0.273726,-0.12944,0.273726,All
-0.3014,0.274725,-0.129439,0.274725,All
-0.298095,0.275724,-0.127076,0.275724,All
-0.297711,0.276723,-0.126203,0.276723,All
-0.2975,0.277722,-0.124921,0.277722,All
-0.29635,0.278721,-0.124272,0.278721,All
-0.296326,0.27972,-0.119785,0.27972,All
-0.293937,0.280719,-0.118131,0.280719,All
-0.293691,0.281718,-0.11215,0.281718,All
-0.292716,0.282717,-0.110164,0.282717,All
-0.291019,0.283716,-0.10995,0.283716,All
-0.287981,0.284715,-0.107311,0.284715,All
-0.287587,0.285714,-0.107209,0.285714,All
-0.27933,0.286713,-0.106862,0.286713,All
-0.278491,0.287712,-0.106382,0.287712,All
-0.276619,0.288711,-0.106022,0.288711,All
-0.275886,0.28971,-0.104591,0.28971,All
-0.272103,0.290709,-0.101905,0.290709,All
-0.269826,0.291708,-0.101254,0.291708,All
-0.26921,0.292707,-0.0986865,0.292707,All
-0.267945,0.293706,-0.0977423,0.293706,All
-0.263549,0.294705,-0.0939619,0.294705,All
-0.261381,0.295704,-0.0877631,0.295704,All
-0.260136,0.296703,-0.0874365,0.296703,All
-0.259309,0.297702,-0.0841346,0.297702,All
-0.256556,0.298701,-0.0754054,0.298701,All
-0.251208,0.2997,-0.0711091,0.2997,All
-0.250801,0.300699,-0.0671324,0.300699,All
-0.243257,0.301698,-0.0644917,0.301698,All
-0.242327,0.302697,-0.0618894,0.302697,All
-0.239594,0.303696,-0.0599827,0.303696,All
-0.239578,0.304695,-0.0597872,0.304695,All
-0.239502,0.305694,-0.0569542,0.305694,All
-0.237395,0.306693,-0.0563237,0.306693,All
-0.234904,0.307692,-0.0557853,0.307692,All
-0.234319,0.308691,-0.05576,0.308691,All
-0.234228,0.30969,-0.0530041,0.30969,All
-0.23319,0.310689,-0.0524024,0.310689,All
-0.232799,0.311688,-0.0512733,0.311688,All
-0.232734,0.312687,-0.0501434,0.312687,All
-0.232592,0.313686,-0.0487717,0.313686,All
-0.232094,0.314685,-0.0484638,0.314685,All
-0.231997,0.315684,-0.0476253,0.315684,All
-0.229479,0.316683,-0.0456186,0.316683,All
-0.229171,0.317682,-0.0449292,0.317682,All
-0.227543,0.318681,-0.044389,0.318681,All
-0.22689,0.31968,-0.0443782,0.31968,All
-0.226233,0.320679,-0.0416071,0.320679,All
-0.224335,0.321678,-0.0392504,0.321678,All
