parameter,value,se_sa,rse_sa
V_pop,75.6577165129629,2.23797835597291,2.95803053425418
beta_V_logtWT,0.591472338312369,0.0728726489583314,12.3205506391485
Cl_pop,1.64124275008154,0.0573049598780003,3.49155905640121
beta_Cl_logtAGE,-0.903060624047269,0.0962619038956115,10.659517349366
beta_Cl_logtCreatinine,-0.75798435840456,0.0513505893358683,6.77462387798521
omega_V,0.527374513620081,0.0224607373386376,4.25897284729581
omega_Cl,0.693119769186383,0.0238034049103745,3.43424123341859
b,0.208562668612466,0.00673816083205337,3.23076074777968
