standEta_V_abscissa,standEta_V_cdf,standEta_Cl_abscissa,standEta_Cl_cdf,split
-0.00672223,0.585415,-0.294472,0.585415,All
-0.00636277,0.586414,-0.2925,0.586414,All
-0.00618628,0.587413,-0.289395,0.587413,All
-0.00616548,0.588412,-0.288931,0.588412,All
-0.00611528,0.589411,-0.284755,0.589411,All
-0.00602551,0.59041,-0.282435,0.59041,All
-0.00598842,0.591409,-0.281992,0.591409,All
-0.00568417,0.592408,-0.279261,0.592408,All
-0.0054681,0.593407,-0.279144,0.593407,All
-0.00537,0.594406,-0.278882,0.594406,All
-0.00533806,0.595405,-0.277179,0.595405,All
-0.00533394,0.596404,-0.275584,0.596404,All
-0.0050808,0.597403,-0.274553,0.597403,All
-0.0049718,0.598402,-0.273204,0.598402,All
-0.00483283,0.599401,-0.272217,0.599401,All
-0.00452679,0.6004,-0.271261,0.6004,All
-0.00451817,0.601399,-0.270505,0.601399,All
-0.00389129,0.602398,-0.270234,0.602398,All
-0.00341444,0.603397,-0.26899,0.603397,All
-0.00334906,0.604396,-0.266354,0.604396,All
-0.00328343,0.605395,-0.265977,0.605395,All
-0.00325061,0.606394,-0.260637,0.606394,All
-0.00307686,0.607393,-0.257956,0.607393,All
-0.00302294,0.608392,-0.254751,0.608392,All
-0.00295148,0.609391,-0.25396,0.609391,All
-0.00292731,0.61039,-0.253412,0.61039,All
-0.00278208,0.611389,-0.252964,0.611389,All
-0.00256951,0.612388,-0.252662,0.612388,All
-0.00254149,0.613387,-0.251503,0.613387,All
-0.00247562,0.614386,-0.249453,0.614386,All
-0.0021838,0.615385,-0.2494,0.615385,All
-0.00197241,0.616384,-0.248222,0.616384,All
-0.00183798,0.617383,-0.247289,0.617383,All
-0.00181153,0.618382,-0.247001,0.618382,All
-0.00175342,0.619381,-0.246439,0.619381,All
-0.00175008,0.62038,-0.243013,0.62038,All
-0.00168275,0.621379,-0.242912,0.621379,All
-0.00163217,0.622378,-0.241195,0.622378,All
-0.00138774,0.623377,-0.237838,0.623377,All
-0.00132102,0.624376,-0.23763,0.624376,All
-0.00124656,0.625375,-0.237487,0.625375,All
-0.00121975,0.626374,-0.233105,0.626374,All
-0.00119605,0.627373,-0.232062,0.627373,All
-0.0011188,0.628372,-0.228123,0.628372,All
-0.000935737,0.629371,-0.226748,0.629371,All
-0.000924178,0.63037,-0.226668,0.63037,All
-0.000730116,0.631369,-0.226477,0.631369,All
-0.000702288,0.632368,-0.226473,0.632368,All
-0.000676318,0.633367,-0.223084,0.633367,All
-0.000543337,0.634366,-0.221901,0.634366,All
-0.000464281,0.635365,-0.218155,0.635365,All
-0.000449343,0.636364,-0.217807,0.636364,All
-0.000422456,0.637363,-0.217369,0.637363,All
-0.000368025,0.638362,-0.216312,0.638362,All
-0.000361378,0.639361,-0.210747,0.639361,All
-0.000279784,0.64036,-0.210745,0.64036,All
-0.000274674,0.641359,-0.207863,0.641359,All
-0.000255651,0.642358,-0.20477,0.642358,All
-0.000125452,0.643357,-0.204622,0.643357,All
3.10803e-05,0.644356,-0.201242,0.644356,All
0.000131278,0.645355,-0.19879,0.645355,All
0.000206613,0.646354,-0.194681,0.646354,All
0.000254721,0.647353,-0.193871,0.647353,All
0.000300499,0.648352,-0.193862,0.648352,All
0.000501725,0.649351,-0.193638,0.649351,All
0.000585951,0.65035,-0.193139,0.65035,All
0.000778498,0.651349,-0.19092,0.651349,All
0.000784077,0.652348,-0.190561,0.652348,All
0.000789173,0.653347,-0.187116,0.653347,All
0.000804145,0.654346,-0.185686,0.654346,All
0.000984474,0.655345,-0.184885,0.655345,All
0.00106337,0.656344,-0.18418,0.656344,All
0.00112618,0.657343,-0.18274,0.657343,All
0.00134543,0.658342,-0.182532,0.658342,All
0.00144093,0.659341,-0.181044,0.659341,All
0.00144248,0.66034,-0.178325,0.66034,All
0.00146073,0.661339,-0.178192,0.661339,All
0.00154128,0.662338,-0.17812,0.662338,All
0.00157179,0.663337,-0.176217,0.663337,All
0.00159999,0.664336,-0.176018,0.664336,All
0.00174297,0.665335,-0.174749,0.665335,All
0.00191261,0.666334,-0.172087,0.666334,All
