bins_middles,empirical_median,empirical_lower,empirical_upper,theoretical_median_median_pc,theoretical_median_piLower_pc,theoretical_median_piUpper_pc,theoretical_lower_median_pc,theoretical_lower_piLower_pc,theoretical_lower_piUpper_pc,theoretical_upper_median_pc,theoretical_upper_piLower_pc,theoretical_upper_piUpper_pc,split
11.4147,13.5945,7.78434,25.8829,10.6041,9.86184,11.4794,5.55295,4.96177,6.22606,19.2465,17.4936,21.4325,All
21.8661,14.5635,8.74414,28.1676,13.2303,12.5855,13.9852,6.70751,6.13928,7.31837,24.2517,22.6746,26.0823,All
32.8816,15.4499,8.26757,30.241,16.5188,15.458,17.6269,7.90776,6.97188,8.84176,30.9013,28.3467,33.8528,All
44.9461,16.1155,8.82549,32.8986,16.8295,15.8463,17.9529,7.83474,6.86086,8.76586,31.8427,29.324,34.5843,All
56.7763,18.5551,9.37323,43.3022,19.4817,18.0412,21.1938,8.45314,6.92563,9.88799,38.2214,34.542,42.6234,All
72.1851,16.3908,7.90905,44.7713,18.4155,16.8044,20.1474,7.33221,5.69657,8.81109,37.2676,33.0581,42.4931,All
100.821,17.1153,8.63031,41.9626,18.1325,15.5204,21.382,7.00993,4.2982,9.59125,37.5792,31.1492,47.7922,All
176.308,15.227,7.75249,31.7578,19.4165,14.9301,24.7368,8.04762,4.46547,11.7921,39.4888,30.2755,55.1029,All
286.981,14.9539,8.7729,27.4793,16.4843,10.5833,24.9132,7.31962,2.54041,11.5472,32.5658,22.5452,50.4398,All
